"","society_id","society_name","society_xd_id","language_glottocode","language_name","language_family","variable_id","code","code_label","focal_year","sub_case","comment"
"688","Ad19","Fipa","xd86","fipa1238","Fipa","Atlantic-Congo","EA082",8,"Two slopes",1910,"",""
"689","Ad31","Duruma","xd100","duru1249","Duruma","Atlantic-Congo","EA082",8,"Two slopes",1910,"",""
"690","Ad32","Giriama","xd101","giry1241","Giryama","Atlantic-Congo","EA082",8,"Two slopes",1900,"",""
"691","Ae11","Songola","xd129","song1300","Songoora","Atlantic-Congo","EA082",8,"Two slopes",1900,"",""
"692","Ae12","Duala","xd130","dual1243","Duala","Atlantic-Congo","EA082",8,"Two slopes",1940,"",""
"693","Ae16","Lulua","xd134","luba1249","Luba-Lulua","Atlantic-Congo","EA082",8,"Two slopes",1910,"",""
"694","Ae19","Garanganze","xd137","sang1331","Sanga (Democratic Republic of Congo)","Atlantic-Congo","EA082",8,"Two slopes",1930,"",""
"695","Ae2","Kpe","xd138","mokp1239","Mokpwe","Atlantic-Congo","EA082",8,"Two slopes",1950,"",""
"696","Ae20","Ekonda","xd139","ekon1238","Ekonda Mongo","Atlantic-Congo","EA082",8,"Two slopes",1940,"",""
"697","Ae21","Kela","xd140","yela1238","Yela-Kela","Atlantic-Congo","EA082",8,"Two slopes",1920,"",""
"698","Ae22","Kutsu","xd141","kusu1252","Kusu","Atlantic-Congo","EA082",8,"Two slopes",1900,"with special reference to the Bankutu",""
"699","Ae23","Lalia","xd142","ngan1302","Ngando-Lalia","Atlantic-Congo","EA082",8,"Two slopes",1930,"",""
"700","Ae24","Mongo","xd143","long1393","Longo (Democratic Republic of Congo)","Atlantic-Congo","EA082",8,"Two slopes",1920,"",""
"701","Ae25","Tetela","xd144","tete1250","Tetela","Atlantic-Congo","EA082",8,"Two slopes",1920,"with special reference to the northern Tetela",""
"702","Ae26","Topoke","xd145","poke1238","Poke","Atlantic-Congo","EA082",8,"Two slopes",1910,"",""
"703","Ae27","Lokele","xd146","kele1255","Kele-Foma","Atlantic-Congo","EA082",8,"Two slopes",1910,"The Smith reference describes a Protestant Mission near Stanley Falls, Upper Congo",""
"704","Ae28","Ngala","xd147","ling1263","Lingala","Atlantic-Congo","EA082",8,"Two slopes",1900,"",""
"705","Ae3","Fang","xd149","fang1246","Fang (Equatorial Guinea)","Atlantic-Congo","EA082",8,"Two slopes",1910,"",""
"706","Ae30","Bira","xd150","bila1255","Bila","Atlantic-Congo","EA082",8,"Two slopes",1920,"",""
"707","Ae31","Budu","xd151","budu1250","Budu","Atlantic-Congo","EA082",8,"Two slopes",1920,"",""
"708","Ae32","Kumu","xd152","komo1260","Komo (Democratic Republic of Congo)","Atlantic-Congo","EA082",8,"Two slopes",1920,"",""
"709","Ae33","Ndaka Babali","xd153","bali1274","Bali (Democratic Republic of Congo)","Atlantic-Congo","EA082",8,"Two slopes",1920,"",""
"710","Ae35","Rumbi","xd155","lomb1254","Lombi","Central Sudanic","EA082",8,"Two slopes",1900,"",""
"711","Ae36","Bombesa","xd156","mbes1238","Mbesa","Atlantic-Congo","EA082",8,"Two slopes",1920,"",""
"712","Ae37","Budja","xd157","budz1238","Budza","Atlantic-Congo","EA082",8,"Two slopes",1930,"",""
"713","Ae39","Ngombe","xd159","binj1250","Binja","Atlantic-Congo","EA082",8,"Two slopes",1920,"",""
"714","Ae4","Nkundo","xd160","nkun1238","Nkundo","Atlantic-Congo","EA082",8,"Two slopes",1930,"Ilanga group",""
"715","Ae40","Dzem","xd161","njye1238","Njyem","Atlantic-Congo","EA082",8,"Two slopes",1910,"",""
"716","Ae41","Kota","xd162","ndas1238","Ndasa","Atlantic-Congo","EA082",8,"Two slopes",1940,"",""
"717","Ae42","Ngumba","xd163","kwas1243","Kwasio","Atlantic-Congo","EA082",8,"Two slopes",1900,"",""
"718","Ae43","Sanga","xd164","bomw1238","Bomwali","Atlantic-Congo","EA082",8,"Two slopes",1900,"",""
"719","Ae44","Bubi","xd165","bube1242","Bube","Atlantic-Congo","EA082",8,"Two slopes",1920,"",""
"720","Ae45","Kundu","xd166","orok1266","Oroko","Atlantic-Congo","EA082",8,"Two slopes",1900,"",""
"721","Ae46","Mpongwe","xd167","myen1241","Myene","Atlantic-Congo","EA082",8,"Two slopes",1870,"",""
"722","Ae47","Puku","xd168","bata1285","Batanga","Atlantic-Congo","EA082",8,"Two slopes",1900,"",""
"723","Ae48","Bafia","xd169","bafi1243","Bafia","Atlantic-Congo","EA082",8,"Two slopes",1930,"",""
"724","Ae51","Banen","xd173","tune1261","Tunen","Atlantic-Congo","EA082",8,"Two slopes",1940,"Ndiki subtribe",""
"725","Ae53","Koko","xd175","bako1249","Bakoko","Atlantic-Congo","EA082",8,"Two slopes",1920,"",""
"726","Af10","Igbo","xd187","nucl1417","Igbo","Atlantic-Congo","EA082",8,"Two slopes",1930,"",""
"727","Af16","Banyang","xd193","keny1279","Kenyang","Atlantic-Congo","EA082",8,"Two slopes",1910,"",""
"728","Af18","Ekoi","xd195","ejag1239","Ejagham","Atlantic-Congo","EA082",8,"Two slopes",1900,"",""
"729","Af19","Efik","xd196","efik1245","Efik","Atlantic-Congo","EA082",8,"Two slopes",1950,"",""
"730","Af20","Ibibio","xd198","ibib1240","Ibibio","Atlantic-Congo","EA082",8,"Two slopes",1910,"",""
"731","Af21","Ijaw","xd199","kala1381","Kalabari","Ijoid","EA082",8,"Two slopes",1920,"with special reference to the Kalabari",""
"732","Af22","Itsekiri","xd200","isek1239","Isekiri","Atlantic-Congo","EA082",8,"Two slopes",1940,"",""
"733","Af23","Afikpo","xd201","afik1238","Afikpo","Atlantic-Congo","EA082",8,"Two slopes",1950,"with special reference to the village of Mgbom",""
"734","Af24","Edo","xd202","bini1246","Bini","Atlantic-Congo","EA082",8,"Two slopes",1900,"",""
"735","Af25","Isoko","xd203","isok1239","Isoko","Atlantic-Congo","EA082",8,"Two slopes",1930,"",""
"736","Af26","Kukuruku","xd204","yekh1238","Yekhee","Atlantic-Congo","EA082",8,"Two slopes",1900,"with special reference to the Etsako",""
"737","Af3","Ashanti","xd208","asan1239","Asante","Atlantic-Congo","EA082",8,"Two slopes",1900,"Kumasi State",""
"738","Af32","Egba","xd211","egba1238","Egba","Atlantic-Congo","EA082",8,"Two slopes",1920,"Abeouta Province and Benin",""
"739","Af33","Ekiti","xd212","ekit1244","Ekiti","Atlantic-Congo","EA082",8,"Two slopes",1950,"Ekiti Division, Ondo Prov.",""
"740","Af34","Ife","xd213","ifee1241","Ifè","Atlantic-Congo","EA082",8,"Two slopes",1930,"Ife Ilesha Division, Oyo Prov.",""
"741","Af36","Ewe","xd215","aguu1242","Agu (Ewe)","Atlantic-Congo","EA082",8,"Two slopes",1900,"with special reference to the Glidyi",""
"742","Af38","Abron","xd217","abro1238","Abron","Atlantic-Congo","EA082",8,"Two slopes",1900,"",""
"743","Af39","Anyi","xd218","anyi1245","Anyin","Atlantic-Congo","EA082",8,"Two slopes",1900,"with special reference to the Ndenie",""
"744","Af4","Yako","xd219","loka1252","Lokaa","Atlantic-Congo","EA082",8,"Two slopes",1930,"",""
"745","Af40","Assini","xd220","abur1243","Abure","Atlantic-Congo","EA082",8,"Two slopes",1890,"with special reference to the Abure (Akapless, Asoko, Esuma)",""
"746","Af43","Ga","xd223","gaaa1244","Ga","Atlantic-Congo","EA082",8,"Two slopes",1930,"",""
"747","Af45","Avikam","xd225","avik1243","Avikam","Atlantic-Congo","EA082",8,"Two slopes",1900,"",""
"748","Af46","Bakwe","xd226","bakw1243","Bakwé","Atlantic-Congo","EA082",8,"Two slopes",1900,"",""
"749","Af49","Sapo","xd229","sapo1251","Sapo","Atlantic-Congo","EA082",8,"Two slopes",1940,"",""
"750","Af6","Oyo Yoruba","xd240","ilaa1245","Ila (Yoruba)","Atlantic-Congo","EA082",8,"Two slopes",1950,"Yoruba, with special reference to the Oyo",""
"751","Af7","Bete","xd241","dalo1238","Daloa Bété","Atlantic-Congo","EA082",8,"Two slopes",1950,"",""
"752","Af9","Baule","xd243","baou1238","Baoulé","Atlantic-Congo","EA082",8,"Two slopes",1900,"",""
"753","Ai11","Mangbetu","xd339","nucl1420","Nuclear Mangbetu","Central Sudanic","EA082",8,"Two slopes",1900,"",""
"754","Ai23","Bwaka","xd352","ngba1284","Ngbaka Ma'bo","Atlantic-Congo","EA082",8,"Two slopes",1920,"",""
"755","Ca34","Ababda","xd442","abab1239","Ababda","Afro-Asiatic","EA082",8,"Two slopes",1920,"",""
"756","Ca35","Amarar","xd443","amar1281","Amara (Beja)","Afro-Asiatic","EA082",8,"Two slopes",1930,"",""
"757","Cb4","Hasania","xd481","khar1296","Khartoum","Afro-Asiatic","EA082",8,"Two slopes",1920,"",""
"758","Cc11","Azjer","xd489","ghat1242","Ghat","Afro-Asiatic","EA082",8,"Two slopes",1860,"",""
"759","Cc18","Kunta","xd496","hass1238","Hassaniyya","Afro-Asiatic","EA082",8,"Two slopes",1910,"",""
"760","Cd18","Saadi","xd516","said1239","Saidi Arabic","Afro-Asiatic","EA082",8,"Two slopes",1920,"",""
"761","Cd20","Sanusi","xd519","liby1240","Libyan Arabic","Afro-Asiatic","EA082",8,"Two slopes",1940,"",""
"762","Cd4","Kabyle","xd522","kaby1243","Kabyle","Afro-Asiatic","EA082",8,"Two slopes",1890,"",""
"763","Ce1","Gheg","xd528","gheg1238","Gheg Albanian","Indo-European","EA082",8,"Two slopes",1900,"Mountain Gheg of No. Albania",""
"764","Ce2","Portuguese","xd529","gali1257","Galician Portuguese","Indo-European","EA082",8,"Two slopes",1950,"with special reference to the village of Rio de Onor in the extreme northeast",""
"765","Ce6","Spaniards","xd533","stan1288","Spanish","Indo-European","EA082",8,"Two slopes",1950,"with special reference to the inhabitants of Andalusia",""
"766","Ce8","Spanish Basques","xd535","west1508","Western Low Navarrese","Basque","EA082",8,"Two slopes",1934,"with special reference to the village of Vera",""
"767","Cf1","New Englanders","xd536","stan1293","English","Indo-European","EA082",8,"Two slopes",1920,"Small City in Connecticut",""
"768","Cf2","Boers","xd537","afri1274","Afrikaans","Indo-European","EA082",8,"Two slopes",1850,"of the Transvaal",""
"769","Cf3","Tristan da Cunha","xd538","stan1293","English","Indo-European","EA082",8,"Two slopes",1930,"",""
"770","Cf4","Brazilians","xd539","braz1246","Brazilian Portuguese","Indo-European","EA082",8,"Two slopes",1940,"with special reference to the village of Cruz das Almas near Sao Paulo",""
"771","Cf5","French Canadians","xd540","stan1290","French","Indo-European","EA082",8,"Two slopes",1930,"",""
"772","Cg1","Dutch","xd541","dutc1256","Dutch","Indo-European","EA082",8,"Two slopes",1950,"with special reference to the village of Anderen in Anlo parish of Drente province",""
"773","Cg2","Icelanders","xd542","icel1247","Icelandic","Indo-European","EA082",8,"Two slopes",1100,"",""
"774","Cg3","Irish","xd543","iris1253","Irish","Indo-European","EA082",8,"Two slopes",1930,"County Clare",""
"775","Cg4","Sami","xd544","nort2671","North Saami","Uralic","EA082",8,"Two slopes",1950,"Konkama District",""
"776","Cg5","Walloons","xd545","wall1255","Walloon","Indo-European","EA082",8,"Two slopes",1950,"",""
"777","Ch4","Mari","xd568","east2328","Eastern Mari","Uralic","EA082",8,"Two slopes",1900,"",""
"778","Ch6","Byelorussians","xd570","bela1254","Belarusian","Indo-European","EA082",8,"Two slopes",1910,"",""
"779","Ci5","Turks","xd581","nucl1301","Turkish","Turkic","EA082",8,"Two slopes",1950,"Northern Anatolian Plateau",""
"780","Cj2","Rwala","xd588","east2690","Eastern Egyptian Bedawi Arabic","Afro-Asiatic","EA082",8,"Two slopes",1920,"Unspecified",""
"781","Ea7","Moghol","xd606","mogh1245","Mogholi","Mongolic","EA082",8,"Two slopes",1950,"",""
"782","Ec7","Ainu","xd635","ainu1240","Hokkaido Ainu","Ainu","EA082",8,"Two slopes",1900,"Saru Basin in Hokkaido",""
"783","Ed15b","Chekiang","xd643","wuch1236","Wu Chinese","Sino-Tibetan","EA082",8,"Two slopes",1936,"Kaihsienkung Village, Chekiang",""
"784","Ed4","Miao","xd647","horn1235","Horned Miao","Hmong-Mien","EA082",8,"Two slopes",1940,"with special reference to the Magpie (Yachio) Miao",""
"785","Ed8","Minchia","xd651","cent2004","Central Bai","Sino-Tibetan","EA082",8,"Two slopes",1930,"",""
"786","Ee1","Adi","xd653","bori1243","Bori-Karko","Sino-Tibetan","EA082",8,"Two slopes",1940,"",""
"787","Ee3","Lepcha","xd655","lepc1244","Lepcha","Sino-Tibetan","EA082",8,"Two slopes",1930,"Lingthem and vicinity",""
"788","Ee6","Sherpa","xd658","sher1255","Solu-Khumbu Sherpa","Sino-Tibetan","EA082",8,"Two slopes",1950,"with special reference to those of Khumbu",""
"789","Ee8","Magar","xd660","west2418","Western Magar","Sino-Tibetan","EA082",8,"Two slopes",1950,"with special reference to the sedentary inhabitants of Banyan Hill",""
"790","Ef1","Santal","xd661","sant1410","Santali","Austroasiatic","EA082",8,"Two slopes",1940,"Bankura and Berghum Districts",""
"791","Ef11","Uttar Pradesh","xd663","bhoj1244","Bhojpuri","Indo-European","EA082",8,"Two slopes",1945,"Village and environs of Senapur",""
"792","Ef2","Bengali","xd664","beng1280","Bengali","Indo-European","EA082",8,"Two slopes",1940,"with special reference t the Western or Hindu Bengali",""
"793","Ef4","Ho","xd666","hooo1248","Ho","Austroasiatic","EA082",8,"Two slopes",1920,"",""
"794","Ef5","Bhil","xd667","bhil1251","Bhili","Indo-European","EA082",8,"Two slopes",1900,"",""
"795","Ef6","Kurukh","xd668","kuru1302","Kurukh","Dravidian","EA082",8,"Two slopes",1940,"",""
"796","Ef7","Pahari","xd669","maha1287","Mahasu Pahari","Indo-European","EA082",8,"Two slopes",1950,"with special reference to the village of Sirkanda in western Uttar Pradesh",""
"797","Ef8","Kashmiri","xd670","kash1277","Kashmiri","Indo-European","EA082",8,"Two slopes",1950,"with special reference to the Pandit or Sarasvati Brahmans",""
"798","Eg10","Telugu","xd673","telu1262","Telugu","Dravidian","EA082",8,"Two slopes",1950,"with special reference to the village of Shamirpet",""
"799","Eg13","Muria Gond","xd676","west2408","Western Muria","Dravidian","EA082",8,"Two slopes",1941,"Bastar State",""
"800","Eg2","Tamil","xd678","tami1289","Tamil","Dravidian","EA082",8,"Two slopes",1880,"with special reference to the agricultural castes in Tanjore",""
"801","Eg3","Madia","xd679","mari1414","Maria (India)","Dravidian","EA082",8,"Two slopes",1938,"Hill Maria",""
"802","Eg6","Kerala","xd682","mala1464","Malayalam","Dravidian","EA082",8,"Two slopes",1799,"with special reference to Northern Kerala",""
"803","Eg7","Hill Bhuiya","xd683","oriy1255","Odia","Indo-European","EA082",8,"Two slopes",1930,"with special reference to the Pauri or Hill Bhuiya",""
"804","Eg8","Kol","xd684","mund1320","Mundari","Austroasiatic","EA082",8,"Two slopes",1940,"",""
"805","Eg9","Baiga","xd685","chha1249","Chhattisgarhi","Indo-European","EA082",8,"Two slopes",1930,"",""
"806","Eh2","Merina","xd688","meri1243","Merina","Austronesian","EA082",8,"Two slopes",1900,"",""
"807","Eh3","Tanala","xd689","tana1285","Tanala","Austronesian","EA082",8,"Two slopes",1930,"Menabe subtribe",""
"808","Eh6","Sinhalese","xd692","sinh1246","Sinhala","Indo-European","EA082",8,"Two slopes",1950,"with special reference to the Kandyan Sinhalese",""
"809","Eh7","Antandroy","xd693","tand1256","Tandroy Malagasy","Austronesian","EA082",8,"Two slopes",1900,"",""
"810","Eh8","Sakalava","xd694","saka1291","West Malagasy Sakalava","Austronesian","EA082",8,"Two slopes",1900,"",""
"811","Ei1","Garo","xd696","garo1247","Garo","Sino-Tibetan","EA082",8,"Two slopes",1900,"Rengsanggr",""
"812","Ei10","Chakma","xd697","chak1266","Chakma","Indo-European","EA082",8,"Two slopes",1870,"",""
"813","Ei11","Aimol","xd698","aimo1244","Aimol","Sino-Tibetan","EA082",8,"Two slopes",1910,"",""
"814","Ei13","Angami","xd700","anga1288","Angami Naga","Sino-Tibetan","EA082",8,"Two slopes",1910,"",""
"815","Ei14","Ao","xd701","aona1235","Ao Naga","Sino-Tibetan","EA082",8,"Two slopes",1920,"with special reference to the Chongli",""
"816","Ei16","Sema","xd703","sumi1235","Sumi Naga","Sino-Tibetan","EA082",8,"Two slopes",1910,"",""
"817","Ei18","Palaung","xd705","shwe1236","Shwe Palaung","Austroasiatic","EA082",8,"Two slopes",1920,"with special reference to the Katur subtribe",""
"818","Ei19","Chin","xd706","asho1236","Asho Chin","Sino-Tibetan","EA082",8,"Two slopes",1940,"",""
"819","Ei2","Lhota","xd707","loth1237","Lotha Naga","Sino-Tibetan","EA082",8,"Two slopes",1920,"",""
"820","Ei3","Burmese","xd709","nucl1310","Burmese","Sino-Tibetan","EA082",8,"Two slopes",1950,"Nondwin Village",""
"821","Ei4","Maras","xd710","mara1382","Mara Chin","Sino-Tibetan","EA082",8,"Two slopes",1930,"Lakher Tribe",""
"822","Ei5","Kachin","xd711","kach1280","Southern Jinghpaw","Sino-Tibetan","EA082",8,"Two slopes",1940,"with special reference to the Jinghpaw",""
"823","Ei6","Purum","xd712","puru1266","Purum","Sino-Tibetan","EA082",8,"Two slopes",1930,"",""
"824","Ei7","Karen","xd713","pwow1235","Pwo Western Karen","Sino-Tibetan","EA082",8,"Two slopes",1910,"",""
"825","Ei8","Khasi","xd714","khas1269","Khasi","Austroasiatic","EA082",8,"Two slopes",1900,"with special reference to those of the Jaintia Hills",""
"826","Ei9","Mogh","xd715","rakh1245","Rakhine","Sino-Tibetan","EA082",8,"Two slopes",1880,"",""
"827","Ej10","Rade","xd717","rade1240","Rade","Austronesian","EA082",8,"Two slopes",1950,"Ko-Sier Village",""
"828","Ej11","Cham","xd718","east2563","Eastern Cham","Austronesian","EA082",8,"Two slopes",1950,"with special reference to the non-Muslim Cham of Vietnam",""
"829","Ej12","Lawa","xd719","west2396","Western Lawa","Austroasiatic","EA082",8,"Two slopes",1960,"",""
"830","Ej13","Muong","xd720","muon1246","Muong","Austroasiatic","EA082",8,"Two slopes",1940,"",""
"831","Ej14","Senoi","xd721","sema1266","Semai","Austroasiatic","EA082",8,"Two slopes",1960,"with special reference to the eastern Semai",""
"832","Ej15","Ancient Khmer","xd722","oldk1249","Old Khmer","Austroasiatic","EA082",8,"Two slopes",1292,"with special reference to the city and environs of Angkor Wat in 1292",""
"833","Ej16","Negri Sembilan","xd723","nege1240","Negeri Sembilan Malay","Austronesian","EA082",8,"Two slopes",1958,"Inas District",""
"834","Ej2","Mnong Gar","xd724","east2333","Eastern Mnong","Austroasiatic","EA082",8,"Two slopes",1940,"with special reference to the village of Sar Luk",""
"835","Ej4","Annamese","xd726","viet1252","Vietnamese","Austroasiatic","EA082",8,"Two slopes",1950,"Red River Delta in Tonkin",""
"836","Ej5","Khmer","xd727","cent1989","Central Khmer","Austroasiatic","EA082",8,"Two slopes",1950,"",""
"837","Ej8","Malays","xd730","mala1479","Colloquial Malay","Austronesian","EA082",8,"Two slopes",1940,"with special reference to those of Trengganu",""
"838","Ej9","Thai","xd731","thai1261","Thai","Tai-Kadai","EA082",8,"Two slopes",1940,"",""
"839","Ia1","Atayal","xd732","atay1247","Atayal","Austronesian","EA082",8,"Two slopes",1930,"Atayal Tribe (but exdluding Sedeq)",""
"840","Ia10","Bunun","xd733","bunu1267","Bunun","Austronesian","EA082",8,"Two slopes",1930,"",""
"841","Ia11","Puyuma","xd734","puyu1239","Puyuma","Austronesian","EA082",8,"Two slopes",1930,"",""
"842","Ia12","Sugbuanon","xd735","cebu1242","Cebuano","Austronesian","EA082",8,"Two slopes",1950,"",""
"843","Ia14","Tao","xd737","yami1254","Yami","Austronesian","EA082",8,"Two slopes",1930,"",""
"844","Ia4","Subanun","xd744","cent2089","Central Subanen","Austronesian","EA082",8,"Two slopes",1950,"with special reference to the Eastern Subanun",""
"845","Ia9","Ami","xd749","amis1246","Amis","Austronesian","EA082",8,"Two slopes",1930,"with special reference to the southern Ami",""
"846","Ib1","Iban","xd750","iban1264","Iban","Austronesian","EA082",8,"Two slopes",1950,"Ulu Ai Group, Baleh",""
"847","Ib2","Javanese","xd751","java1254","Javanese","Austronesian","EA082",8,"Two slopes",1950,"Town and environs of Pare; Modjokuto",""
"848","Ib3","Balinese","xd752","bali1278","Balinese","Austronesian","EA082",8,"Two slopes",1950,"Tihingan Village",""
"849","Ib4","Toba Batak","xd753","bata1289","Batak Toba","Austronesian","EA082",8,"Two slopes",1930,"with special reference to the Toba group",""
"850","Ib5","Kadazan-Dusun","xd754","cent2100","Central Dusun","Austronesian","EA082",8,"Two slopes",1920,"with special reference to the village of Sensuron",""
"851","Ib6","Minangkabau","xd755","mina1268","Minangkabau","Austronesian","EA082",8,"Two slopes",1920,"",""
"852","Ic11","Ambonese","xd761","ambo1250","Ambonese Malay","Austronesian","EA082",8,"Two slopes",1950,"Allang",""
"853","Ic3","Belu","xd765","tetu1245","Tetum","Austronesian","EA082",8,"Two slopes",1950,"with special reference to the Mountain Belu",""
"854","Ic5","Toradja","xd767","pamo1252","Pamona","Austronesian","EA082",8,"Two slopes",1910,"Bare'e subgroup",""
"855","Ic6","Tanimbarese","xd768","sela1259","Selaru","Austronesian","EA082",8,"Two slopes",1930,"",""
"856","Ie1","Mee","xd785","ekar1243","Ekari","Nuclear Trans New Guinea","EA082",8,"Two slopes",1950,"Botukebo village, Kamu Valley,  Ijaaj-Pigome confederacy",""
"857","Ie12","Kwoma","xd788","kwom1262","Kwoma","Sepik","EA082",8,"Two slopes",1930,"Hongwam subtribe; Rumbima",""
"858","Ie15","Abelam","xd791","ambu1247","Ambulas","Ndu","EA082",8,"Two slopes",1930,"Kalabu; Northern Abelam",""
"859","Ie19","Marind-Amin","xd795","nucl1622","Marind","Anim","EA082",8,"Two slopes",1910,"with special reference to the coastal inhabitants",""
"860","Ie2","Wantoat","xd796","want1252","Wantoat","Nuclear Trans New Guinea","EA082",8,"Two slopes",1920,"",""
"861","Ie20","Koita","xd797","koit1244","Koitabu","Koiarian","EA082",8,"Two slopes",1900,"",""
"862","Ie21","Mailu","xd798","mail1248","Mailu","Mailuan","EA082",8,"Two slopes",1900,"",""
"863","Ie22","Mekeo","xd799","meke1243","Mekeo","Austronesian","EA082",8,"Two slopes",1900,"",""
"864","Ie23","Muju","xd800","sout2940","South Muyu","Nuclear Trans New Guinea","EA082",8,"Two slopes",1950,"",""
"865","Ie24","Koiari","xd801","gras1249","Grass Koiari","Koiarian","EA082",8,"Two slopes",1870,"",""
"866","Ie25","Mafulu","xd802","fuyu1242","Fuyug","Goilalan","EA082",8,"Two slopes",1920,"",""
"867","Ie28","Busama","xd805","buga1250","Bugawac","Austronesian","EA082",8,"Two slopes",1940,"",""
"868","Ie3","Arapesh","xd807","buki1249","Bukiyip","Nuclear Torricelli","EA082",8,"Two slopes",1930,"with special reference to the Mountain Arapesh (Alitoa)",""
"869","Ie30","Mimika","xd808","kamo1255","Kamoro","Nuclear Trans New Guinea","EA082",8,"Two slopes",1950,"",""
"870","Ie32","Sio","xd810","sioo1240","Sio","Austronesian","EA082",8,"Two slopes",1964,"",""
"871","Ie33","Soromadja","xd811","nucl1595","Kwerba","Greater Kwerba","EA082",8,"Two slopes",1950,"with special reference to the village of Muramarew",""
"872","Ie35","Iatmul","xd813","iatm1242","Iatmul","Ndu","EA082",8,"Two slopes",1930,"",""
"873","Ie39","Elema","xd817","orok1267","Orokolo","Eleman","EA082",8,"Two slopes",1920,"with special reference to those of Orokolo Bay",""
"874","Ie4","Wogeo","xd818","woge1237","Wogeo","Austronesian","EA082",8,"Two slopes",1930,"Dap, Wonevaro district",""
"875","Ie5","Keraki","xd819","namb1293","Nambo","Morehead-Wasur","EA082",8,"Two slopes",1930,"",""
"876","Ie7","Enga","xd821","enga1252","Enga","Nuclear Trans New Guinea","EA082",8,"Two slopes",1950,"with special reference to the Mae group",""
"878","If1","Palauans","xd824","pala1344","Palauan","Austronesian","EA082",8,"Two slopes",1940,"Ulimang, Badeldaob Island",""
"879","If11","Kosraeans","xd826","kosr1238","Kosraean","Austronesian","EA082",8,"Two slopes",1860,"",""
"880","If14","Makin","xd829","bana1287","Banaban","Austronesian","EA082",8,"Two slopes",1890,"Makin and Butiritari Islands (N)",""
"881","If15","Carolinians","xd830","caro1242","Carolinian","Austronesian","EA082",8,"Two slopes",1930,"",""
"882","If16","Lamotrek","xd831","lamo1243","Lamotrek","Austronesian","EA082",8,"Two slopes",1960,"",""
"883","If17","Marshallese","xd832","rata1243","Ratak","Austronesian","EA082",8,"Two slopes",1900,"with special reference to the island of Jaluit",""
"884","If4","Ifaluk","xd835","nucl1479","Nuclear Woleaian","Austronesian","EA082",8,"Two slopes",1940,"with special reference to the inhabitants of Ifaluk atoll",""
"885","If5","Ponapeans","xd836","pohn1238","Pohnpeian","Austronesian","EA082",8,"Two slopes",1910,"",""
"886","If6","Yapese","xd837","yape1248","Yapese","Austronesian","EA082",8,"Two slopes",1910,"Island",""
"887","If7","Gilbert Onotoa","xd838","nuii1237","Nui","Austronesian","EA082",8,"Two slopes",1940,"with special reference to the inhabitants of Onotoa",""
"888","If8","Chamorro","xd839","cham1312","Chamorro","Austronesian","EA082",8,"Two slopes",1950,"with special reference to those of Saipa",""
"889","Ig1","Siuai","xd841","siwa1245","Siwai","South Bougainville","EA082",8,"Two slopes",1940,"Northeastern group",""
"890","Ig13","Aua","xd845","wuvu1239","Wuvulu-Aua","Austronesian","EA082",8,"Two slopes",1900,"",""
"891","Ig14","Dahuni","xd846","suau1242","Suau","Austronesian","EA082",8,"Two slopes",1900,"",""
"892","Ig2","Trobriands","xd852","kili1267","Kilivila","Austronesian","EA082",8,"Two slopes",1910,"Kiriwina Island",""
"893","Ig20","Kaoka","xd853","long1395","Longgu","Austronesian","EA082",8,"Two slopes",1920,"with special reference to the village of Longgu",""
"894","Ig21","Tangu","xd854","tang1355","Tanggu","Lower Sepik-Ramu","EA082",8,"Two slopes",1930,"with special reference to Boieng Island",""
"895","Ig4","Lesu","xd856","nots1237","Notsi","Austronesian","EA082",8,"Two slopes",1930,"Lesu Village",""
"896","Ig5","Dobuans","xd857","dobu1241","Dobu","Austronesian","EA082",8,"Two slopes",1920,"",""
"897","Ig6","Ulawans","xd858","saaa1240","Sa'a","Austronesian","EA082",8,"Two slopes",1900,"",""
"898","Ig9","Manus","xd861","tita1241","Titan","Austronesian","EA082",8,"Two slopes",1920,"Peri Village",""
"899","Ih1","Mota","xd862","mota1237","Mota","Austronesian","EA082",8,"Two slopes",1890,"",""
"900","Ih14","Mbau Fijians","xd867","bauu1243","Bau (Fijian)","Austronesian","EA082",8,"Two slopes",1840,"Bau Chiefdom, Vanua Levu",""
"901","Ih2","Seniang","xd868","sout2857","Nahavaq","Austronesian","EA082",8,"Two slopes",1930,"Malekula Island",""
"902","Ih3","Bunlap","xd869","saaa1241","Sa","Austronesian","EA082",8,"Two slopes",1950,"Bunlap Village",""
"903","Ih4","Lau","xd870","laua1243","Lauan","Austronesian","EA082",8,"Two slopes",1920,"Lau Island",""
"904","Ii1","American Samoans","xd876","samo1305","Samoan","Austronesian","EA082",8,"Two slopes",1920,"with special reference to American Samoa",""
"905","Ii10","Rennell Islanders","xd877","renn1242","Rennell-Bellona","Austronesian","EA082",8,"Two slopes",1950,"",""
"906","Ii12","Tongans","xd878","tong1325","Tonga (Tonga Islands)","Austronesian","EA082",8,"Two slopes",1920,"Pangai",""
"907","Ii13","Uveans","xd879","wall1257","East Uvean","Austronesian","EA082",8,"Two slopes",1830,"",""
"908","Ii2","Tikopia","xd881","tiko1237","Tikopia","Austronesian","EA082",8,"Two slopes",1930,"Ravenga District",""
"909","Ii3","Pukapukans","xd882","puka1242","Pukapuka","Austronesian","EA082",8,"Two slopes",1930,"",""
